Category	ID	Title (or Source)	Verbose ID	Core-F_logP	Core-M_logP	All-M_logP	All-F_logP	Core-F_GeneSet	Core-M_GeneSet	All-M_GeneSet	All-F_GeneSet
GO: Biological Process	GO:0014070	response to organic cyclic compound	GeneOntologyBiologicalProcess_GO:0014070_response to organic cyclic compound	0.0	0.0	0.0	10.0				ABCC4,ACACA,ACACB,ACSL1,ADCY1,ADIPOQ,AKAP7,ALDH1A2,ALDH3A1,ANGPT2,ATP1A2,BCL2L11,CAV1,CLDN1,CPN1,CRYAB,CYP1A1,DDX58,DSG2,EEF2K,EIF4EBP1,EPHX1,FAM107A,FGL1,GNB5,GNG2,GPER1,GSN,GSTM2,HPGD,ID3,IGF1,INSIG1,ITPR2,JAK2,KANK2,KCNE1,KLF5,KYNU,LUM,LY6D,MAOB,MMP2,NCAM1,NOX4,NSG1,NTRK2,PADI2,PAPPA,PDE3A,PNPLA3,POSTN,PPARG,PPARGC1A,PRKAR2B,PTGER3,PTGES,PYGM,REST,RFTN2,SGK1,SLC1A3,SLC6A4,SLIT2,SNAI2,SPIDR,SPP1,STXBP1,TCF21,TFPI,TGFB2,TRH,TRIM68
GO: Biological Process	GO:0120254	olefinic compound metabolic process	GeneOntologyBiologicalProcess_GO:0120254_olefinic compound metabolic process	0.0	0.0	0.0	10.0				ACSL1,ALDH1A2,CBR1,CYP1A1,CYP2F1,DKK3,ELOVL2,EPHX1,GSTM2,MGLL,PLA2G4A,PPARGC1A,PTGDS,PTGES,PTGS1,RBP4,RDH11,REST,TBXAS1
GO: Biological Process	GO:0030029	actin filament-based process	GeneOntologyBiologicalProcess_GO:0030029_actin filament-based process	0.0	0.0	0.0	10.0				ABLIM3,ACTA2,AIF1,AMOTL1,ANK2,ARFGEF3,ARHGAP28,ARHGDIB,ATP1A2,CAPG,CAV1,CCDC88A,CCDC88C,CDC42EP2,CDC42EP5,CLDN19,CLN3,CNN1,COTL1,CTTNBP2,CYRIA,DES,DIXDC1,DSG2,DSP,EMP2,EPB41L2,EPB41L3,EPB41L4A,EPB41L4B,FAM107A,FXYD1,GAS7,GSN,HIP1,JAK2,KANK2,KCNE1,KCNE4,KRT19,LIMCH1,LPAR1,MARCKS,MRAS,MYH10,MYH11,MYO5C,NOTCH2,NOX4,NTF3,OPHN1,PDGFRA,PDLIM1,PDLIM3,PDPN,PLS3,PMP22,PRKCQ,PTGER3,PYCARD,RAB13,RHOU,RTKN,SCN2B,SEMA5A,SH3KBP1,SLIT2,SMAD3,SMTNL2,SPTBN2,STAP1,SVIL,TGFB2,TMSB10,TMSB4X
GO: Biological Process	GO:0045229	external encapsulating structure organization	GeneOntologyBiologicalProcess_GO:0045229_external encapsulating structure organization	0.0	0.0	0.0	10.0				ADAMTS5,ANXA2,BMP1,CAPG,CAV1,CCDC80,CPB2,CTSK,DCN,DDR2,DPT,ELF3,FBLN1,FBLN2,FGB,FGG,FN1,GSN,ITGA1,JAM2,LAMA4,LAMB1,LUM,MFAP2,MFAP5,MMP2,MYH11,NPNT,PDGFRA,PDPN,PMP22,POSTN,RECK,SEMA5A,SH3PXD2A,SMAD3,SPP1,TGFB2,TGFBI,THSD4,TIMP2
GO: Biological Process	GO:0140029	exocytic process	GeneOntologyBiologicalProcess_GO:0140029_exocytic process	0.0	0.0	0.0	10.0				ABCA13,ABCC4,ADCY1,AGPAT2,ALB,ALDOC,AMPD3,ANXA2,ATP8A1,C3,C3AR1,CADPS2,CASK,CEACAM1,CFD,COTL1,DNASE1L1,DSP,ENDOD1,EXOC3L4,FABP5,FAM3C,FGB,FGG,FN1,GATA2,GGH,GSN,HEBP2,HP,IGF1,KCNB1,LGALS3BP,LHFPL2,MAGED2,MGST1,MME,MYH10,NCAM1,ORM1,ORMDL3,PADI2,PCDH7,PCLO,PDXK,PKM,PTGDS,PYCARD,PYGB,PYGL,QPCT,RAB11FIP1,RAB13,RAB27A,RAB27B,RAB3D,REST,RETN,S100A13,SEPTIN1,SEPTIN4,SERPING1,SLC4A8,SPP2,SPTBN2,STEAP3,STOM,STXBP1,SYTL2,SYTL3,SYTL4,TGFB2,TIMP2,TMSB4X,TRARG1,VEGFD
GO: Biological Process	GO:0045055	regulated exocytosis	GeneOntologyBiologicalProcess_GO:0045055_regulated exocytosis	0.0	0.0	0.0	10.0				ABCA13,ABCC4,ADCY1,AGPAT2,ALB,ALDOC,AMPD3,ANXA2,ATP8A1,C3,C3AR1,CADPS2,CASK,CEACAM1,CFD,COTL1,DNASE1L1,DSP,ENDOD1,FABP5,FAM3C,FGB,FGG,FN1,GATA2,GGH,GSN,HEBP2,HP,IGF1,KCNB1,LGALS3BP,LHFPL2,MAGED2,MGST1,MME,ORM1,ORMDL3,PADI2,PCDH7,PCLO,PDXK,PKM,PTGDS,PYCARD,PYGB,PYGL,QPCT,RAB11FIP1,RAB27A,RAB27B,RAB3D,REST,RETN,S100A13,SERPING1,SLC4A8,SPP2,SPTBN2,STOM,STXBP1,SYTL4,TGFB2,TIMP2,TMSB4X,VEGFD
GO: Biological Process	GO:0030258	lipid modification	GeneOntologyBiologicalProcess_GO:0030258_lipid modification	0.0	5.094657840866087	4.773362073671726	0.0		ACAT1,ACOX1,ACOX3,ALDH3A2,AMACR,APOA4,CD36,CROT,CYP2E1,DGKG,EPHX2,PECR,PHYH,PI4KA,SGPP1	ABCD3,ACADS,ACAT1,ACOX1,ACOX3,ALDH3A2,AMACR,APOA4,CD36,CPT2,CROT,CYP2E1,DGKG,ECHDC2,EHHADH,EPHX2,INPP5B,MFSD2A,MTMR11,PECR,PEX5,PHYH,PI4KA,SGPP1,SLC27A2,TMEM150A	
GO: Biological Process	GO:0000096	sulfur amino acid metabolic process	GeneOntologyBiologicalProcess_GO:0000096_sulfur amino acid metabolic process	0.0	3.7514557087284772	5.994788597987004	0.0		BLMH,CBS,CSAD,GGT1,TST	AHCY,BHMT2,BLMH,CBS,COMT,CSAD,GCLC,GCLM,GGT1,TST	
GO: Biological Process	GO:0006022	aminoglycan metabolic process	GeneOntologyBiologicalProcess_GO:0006022_aminoglycan metabolic process	0.0	4.492575590078129	5.076858933655046	0.0		ARSB,CHST11,CHST7,CSGALNACT1,CTBS,GALNS,GLB1,GUSB,ITIH1,SDC2,SLC35D2	ARSB,B4GALT1,B4GALT5,CHST11,CHST7,CHSY1,CSGALNACT1,CTBS,GALNS,GCNT2,GLB1,GPC4,GUSB,HABP4,HS6ST2,ITIH1,ITIH2,SDC2,SLC35D2,ST3GAL3	
GO: Biological Process	GO:0042493	response to drug	GeneOntologyBiologicalProcess_GO:0042493_response to drug	0.0	0.0	4.840274153120762	4.4225100481634385			AACS,ABCC2,ABCD3,BDNF,BLMH,CA9,CHUK,CROT,CTPS1,CYP2E1,GCLM,HMGCS1,HMOX1,HSP90AB1,LDHA,LPL,MAP2K6,MYC,NAT8,NME1,NR1H4,PNP,PTGR1,SEMA3C,SLC10A1,SLC18A1,SLC1A1,SLC22A12,SLC22A2,SRD5A1,TFRC,TMEM30A,XBP1,YWHAZ	ABCB1,ABCC1,ABCC3,ABCC4,ACACB,ACSL1,ADCY1,ADIPOQ,AGPAT2,ALDH3A1,ATP8B1,CPB2,CYP1A1,CYP2F1,DDC,FYN,FZD3,GATA3,GGH,KCNK3,MAOB,MGST1,MMP2,NCAM1,NNMT,PDE3A,PPARG,PPARGC1A,PRKAR2B,REST,SLC1A3,SLC6A4,TGFB2,TIMP2
GO: Biological Process	GO:0044106	cellular amine metabolic process	GeneOntologyBiologicalProcess_GO:0044106_cellular amine metabolic process	3.0591344208352487	0.0	2.7126013635056965	3.387319652847999	AADAT,BHMT,GDPD1,KYNU,MAOA,TGFB2,TRH		ABCC2,ACMSD,AFMID,CHDH,COMT,DAO,GDE1,HAAO,IDO2,KYAT1,NR1H4,ODC1,PSME4,SLC1A1,SPR	AADAT,BHMT,CLN3,DDC,GATA3,GDPD1,GDPD3,HDC,KYNU,MAOA,MAOB,PSMB10,PSMB9,SLC44A1,SLC7A7,TGFB2,TRH
GO: Biological Process	GO:0030203	glycosaminoglycan metabolic process	GeneOntologyBiologicalProcess_GO:0030203_glycosaminoglycan metabolic process	0.0	4.087202477157239	5.049103854177853	0.0		ARSB,CHST11,CHST7,CSGALNACT1,GALNS,GLB1,GUSB,ITIH1,SDC2,SLC35D2	ARSB,B4GALT1,B4GALT5,CHST11,CHST7,CHSY1,CSGALNACT1,GALNS,GCNT2,GLB1,GPC4,GUSB,HABP4,HS6ST2,ITIH1,ITIH2,SDC2,SLC35D2,ST3GAL3	
GO: Biological Process	GO:0048878	chemical homeostasis	GeneOntologyBiologicalProcess_GO:0048878_chemical homeostasis	0.0	0.0	3.924174444532745	5.092662028379631			AACS,ABCC2,ACOX1,ACOX3,ACSM3,ADRB2,ANGPTL4,APOA4,ATP13A1,BMP4,C1QTNF3,CA4,CCKAR,CD36,CD55,CLIC4,COMT,CYP7B1,EPHX2,ERO1A,ESR1,FGFR4,FHL1,FTH1,GCLC,GCLM,GLS,GPX1,HMOX1,HNF1A,HPN,HTT,KCNJ2,KCTD17,KDF1,LETM1,LPL,MET,MICU2,MLXIPL,MYC,NADK,NAPSA,NCOA5,NME1,NR1H4,PAWR,PDK3,PRCP,PSEN1,PTH1R,SEC24A,SLC12A6,SLC16A1,SLC1A1,SLC30A1,SLC30A2,SLC30A5,SLC39A14,SLC66A1,SLC6A9,SLC9A3R1,SUCNR1,SYPL2,TFRC,TLCD2,TLCD4,TMEM106B,TMEM178A,TMTC4,TRPC1,TRPV2,TRPV4,TSKU,UGCG,XBP1,ZBTB20	ABCA1,ACACA,ACSM1,ADCY1,ADIPOQ,ANGPTL3,ANGPTL8,ANK2,ANXA6,APOE,ATP1A2,C3AR1,CAV1,CLDN1,CLN3,CP,CPB2,CX3CR1,CYP39A1,DCN,ERBB4,FABP4,FABP5,FXYD1,FYN,GATA2,GJB6,GPER1,GSTM2,GSTO1,HEPH,HK2,HMGN3,IGF1,INSIG1,ITPR2,JAK2,KCNB1,KCNK3,LDLR,LEPR,LPAR1,MCOLN2,NOX4,NPY1R,ORMDL3,PAX2,PDE3B,PDE8B,PDGFRA,PLA2G4A,PLCE1,PNPLA2,PNPLA3,PPARG,PPARGC1A,PRKAR1B,PRKAR2B,PTGER3,PTGIR,PYGL,PYGM,RBP4,SCN2B,SCN7A,SESN3,SFRP4,SGK1,SLC1A3,SLC39A5,SLC4A11,SLC4A8,SLC6A12,SLC7A8,SMAD3,SNX10,SPP1,STEAP3,STEAP4,STK39,TBXAS1,TGFB2,TM6SF2,UPK3A,WNT5A
GO: Biological Process	GO:0009064	glutamine family amino acid metabolic process	GeneOntologyBiologicalProcess_GO:0009064_glutamine family amino acid metabolic process	0.0	0.0	4.588961768388394	4.388339293185262			ADHFE1,CTPS1,DAO,DDAH1,DGLUCY,FAH,FTCD,GCLC,GCLM,GGT1,GLS,NR1H4	AADAT,ALDH18A1,AMDHD1,ARG2,ASRGL1,CLN3,GFPT2,GLUL,OAT,PRODH2,SLC7A7,UROC1
GO: Biological Process	GO:0035337	fatty-acyl-CoA metabolic process	GeneOntologyBiologicalProcess_GO:0035337_fatty-acyl-CoA metabolic process	4.446485725539455	0.0	0.0	4.5118242230642975	ACOT7,ACSL1,ELOVL2,ELOVL6,SCD			ACACA,ACOT7,ACSL1,ACSL5,ELOVL2,ELOVL6,FASN,SCD,SCD5
GO: Biological Process	GO:0098656	anion transmembrane transport	GeneOntologyBiologicalProcess_GO:0098656_anion transmembrane transport	0.0	0.0	3.0345382781057255	5.808021190438812			ABCD3,ARL6IP1,ARPP19,AZGP1,CD36,CLIC4,CPT2,ESR1,FOLR1,HNF1A,HSPD1,MET,MYC,PEX5,PSEN1,SLC12A6,SLC16A1,SLC17A1,SLC1A1,SLC1A4,SLC20A1,SLC22A2,SLC22A6,SLC25A21,SLC25A30,SLC35B1,SLC35D2,SLC38A6,SLC44A4,SLC47A1,SLC5A8,SLC66A1,SLC6A15,SLC6A9,SLC7A13,TST,TTYH2	ABCA1,ABCB1,ABCC1,ABCC3,ABCC4,ACACA,ACACB,ACSL1,ACSL5,ADIPOQ,ANKH,ANO9,ATP1A2,C1QTNF2,C3,ERBB4,FABP5,FXYD1,GPC3,HK2,IGF1,PDPN,PID1,RBP4,RNASEL,SLC14A1,SLC16A7,SLC1A3,SLC1A5,SLC27A1,SLC36A2,SLC43A1,SLC4A11,SLC4A8,SLC5A12,SLC5A6,SLC6A12,SLC7A2,SLC7A6,SLC7A7,SLC7A8,SLC7A9,SORT1,STRA6,TERT,THRSP,TRARG1
GO: Biological Process	GO:0043603	cellular amide metabolic process	GeneOntologyBiologicalProcess_GO:0043603_cellular amide metabolic process	0.0	3.8635278883688966	4.944211363592636	0.0		AASS,ACAT1,ACOT12,ACSM2B,ACSM3,ACSS2,AMDHD2,CNDP2,CPE,CPQ,DEGS2,ETHE1,FTCD,GGCT,GGT1,GPX1,GSAP,HACD2,HSD11B1,HTT,IGF2BP1,LARP4B,MVD,NAT8,NEU1,NR1H4,PIPOX,PPT2,RPL3L,SEC11A,SHMT2,SMPDL3A,UGT8,YBX1	AASS,ABCC2,ACAT1,ACOT12,ACSM2B,ACSM3,ACSS2,AMDHD2,APEH,B4GALT5,CCN1,CHAC2,CMAS,CNDP2,CPE,CPQ,DALRD3,DEGS2,DHFR,EEFSEC,EHHADH,EIF4EBP3,EIF4G3,ETHE1,FAR1,FARSB,FOLR1,FTCD,GCLC,GCLM,GFM1,GGCT,GGT1,GPX1,GSAP,GSS,HABP4,HACD2,HMGCS1,HSD11B1,HTT,IDE,IGF2BP1,LARP4B,MALSU1,MPV17L2,MRPL38,MRPS26,MVD,NAT8,NEU1,NIT1,NR1H4,PDK3,PIPOX,PM20D1,PPCS,PPT2,PSAP,PSEN1,RARS2,RPL3L,RPUSD3,SEC11A,SERP1,SHMT2,SLC1A1,SMPD2,SMPDL3A,SPTLC2,ST3GAL3,TOB1,TRMT112,UGCG,UGT8,VNN1,YBX1	
GO: Biological Process	GO:1903510	mucopolysaccharide metabolic process	GeneOntologyBiologicalProcess_GO:1903510_mucopolysaccharide metabolic process	0.0	4.377424547834619	4.426453041955548	0.0		ARSB,CHST11,CHST7,CSGALNACT1,GALNS,GLB1,GUSB,ITIH1,SLC35D2	ARSB,B4GALT1,B4GALT5,CHST11,CHST7,CHSY1,CSGALNACT1,GALNS,GLB1,GUSB,HABP4,ITIH1,ITIH2,SLC35D2,ST3GAL3	
GO: Biological Process	GO:0006805	xenobiotic metabolic process	GeneOntologyBiologicalProcess_GO:0006805_xenobiotic metabolic process	3.996680295876861	0.0	0.0	4.740078826741055	ACSL1,CYP1A1,GSTA2,GSTA4,GSTA5,GSTO1,MGST1			ACSL1,ACSM1,ALDH3A1,CYP1A1,CYP2F1,EPHX1,GSTA2,GSTA4,GSTA5,GSTM2,GSTO1,MGST1,MGST3,PON3,PTGS1,UGT1A10
GO: Biological Process	GO:0046949	fatty-acyl-CoA biosynthetic process	GeneOntologyBiologicalProcess_GO:0046949_fatty-acyl-CoA biosynthetic process	3.827810872206695	0.0	0.0	4.777927108914061	ACSL1,ELOVL2,ELOVL6,SCD			ACACA,ACSL1,ACSL5,ELOVL2,ELOVL6,FASN,SCD,SCD5
GO: Biological Process	GO:0071466	cellular response to xenobiotic stimulus	GeneOntologyBiologicalProcess_GO:0071466_cellular response to xenobiotic stimulus	3.8874089410942068	0.0	0.0	4.520151261127918	ACSL1,CYP1A1,GSTA2,GSTA4,GSTA5,GSTO1,MGST1			ACSL1,ACSM1,ALDH3A1,CYP1A1,CYP2F1,EPHX1,GSTA2,GSTA4,GSTA5,GSTM2,GSTO1,MGST1,MGST3,PON3,PTGS1,UGT1A10
GO: Biological Process	GO:1901617	organic hydroxy compound biosynthetic process	GeneOntologyBiologicalProcess_GO:1901617_organic hydroxy compound biosynthetic process	0.0	0.0	4.993847796035786	3.3897895112298175			AKR1D1,AMACR,APOA4,CYB5R3,CYP27A1,CYP7B1,DAO,DHDDS,DHFR,FGF1,FGFR4,HMGCS1,HNF1A,HTT,IDI1,LBR,LDHA,MVD,NR1H4,OSBPL9,PTH1R,SLC27A2,SPR,SPTLC2,SRD5A2,TRPC1	ACACA,ACACB,APOE,BAAT,CYP39A1,DDC,DKK3,ELOVL6,EPHX1,FASN,GATA3,GPER1,HDC,IMPA2,INSIG1,PDXK,PLTP,REST,SCD,SNAI2,SPTLC3,TGFB2,WNT5A
GO: Biological Process	GO:0046486	glycerolipid metabolic process	GeneOntologyBiologicalProcess_GO:0046486_glycerolipid metabolic process	0.0	0.0	2.8014925426524084	5.5226862675839605			ABHD3,APOA4,APOH,CD36,CHPT1,CYP2E1,DGKG,ENPP6,ESR1,ETNPPL,FAAH,FAR1,GDE1,GK5,GPX1,INPP5B,LPIN1,LPL,MFSD2A,MOGAT1,MTMR11,NR1H4,PCTP,PCYT2,PI4KA,PIGA,PLEKHA8,SLC44A4,STARD10,TMEM150A	ABHD6,ACSL1,ACSL5,AGMO,AGPAT2,ANGPTL3,APOC1,APOE,C3,CAV1,CLN3,ETNK1,FABP1,FABP4,FABP5,GAL3ST1,GDPD1,GDPD3,GPAT3,IMPA2,INSIG1,LDLR,LIPE,MBOAT2,MGLL,PLA2G15,PLA2G4A,PLA2G5,PLA2G7,PLAAT3,PLBD1,PLCE1,PNPLA2,PNPLA3,PNPLA7,SLC27A1,SLC44A1,THRSP,TMEM86B
GO: Biological Process	GO:1901687	glutathione derivative biosynthetic process	GeneOntologyBiologicalProcess_GO:1901687_glutathione derivative biosynthetic process	4.434713081749965	0.0	0.0	3.8533138638579456	GSTA2,GSTA4,GSTO1,MGST1			GSTA2,GSTA4,GSTM2,GSTO1,MGST1,MGST3
GO: Biological Process	GO:1901685	glutathione derivative metabolic process	GeneOntologyBiologicalProcess_GO:1901685_glutathione derivative metabolic process	4.434713081749965	0.0	0.0	3.8533138638579456	GSTA2,GSTA4,GSTO1,MGST1			GSTA2,GSTA4,GSTM2,GSTO1,MGST1,MGST3
GO: Biological Process	GO:0015936	coenzyme A metabolic process	GeneOntologyBiologicalProcess_GO:0015936_coenzyme A metabolic process	0.0	4.390866046351565	3.8377360326743144	0.0		ACAT1,COASY,CROT,PANK1	ACAT1,COASY,CROT,PANK1,PPCS	
GO: Biological Process	GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase	GeneOntologyBiologicalProcess_GO:0033540_fatty acid beta-oxidation using acyl-CoA oxidase	0.0	4.390866046351565	3.8377360326743144	0.0		ACOX1,ACOX3,AMACR,CROT	ACOX1,ACOX3,AMACR,CROT,EHHADH	
GO: Biological Process	GO:0008299	isoprenoid biosynthetic process	GeneOntologyBiologicalProcess_GO:0008299_isoprenoid biosynthetic process	0.0	3.1578970107867455	5.042600884727798	0.0		DHDDS,IDI1,MVD,PDSS1	ALDH8A1,DHDDS,HMGCS1,IDI1,MVD,PDSS1,PEX5,RDH10	
GO: Biological Process	GO:0042178	xenobiotic catabolic process	GeneOntologyBiologicalProcess_GO:0042178_xenobiotic catabolic process	3.8631617983371678	0.0	0.0	4.27812144942386	ACSL1,CYP1A1,GSTO1			ACSL1,CYP1A1,GSTM2,GSTO1,PON3
GO: Biological Process	GO:0006554	lysine catabolic process	GeneOntologyBiologicalProcess_GO:0006554_lysine catabolic process	0.0	4.81739360248311	3.1522552796030965	0.0		AASS,HYKK,PIPOX,SLC25A21	AASS,HYKK,PIPOX,SLC25A21	
GO: Biological Process	GO:0034754	cellular hormone metabolic process	GeneOntologyBiologicalProcess_GO:0034754_cellular hormone metabolic process	0.0	0.0	4.095496775911922	3.857850210481239			ADH1A,AKR1D1,ALDH8A1,BCO2,COMT,EGR1,ESR1,FDX1,HSD17B11,HSD17B2,HSD3B2,RDH10,RDH5,SRD5A1,SRD5A2,TTR	ALDH1A1,ALDH1A2,CYP1A1,DHRS3,DKK3,HSD17B14,LIPE,LRAT,PDGFRA,PNPLA2,PPARGC1A,RBP4,RDH11,RDH16,REST,SPP1
GO: Biological Process	GO:0098739	import across plasma membrane	GeneOntologyBiologicalProcess_GO:0098739_import across plasma membrane	0.0	0.0	5.4441735204463475	2.3341293121725792			ADRB2,ARL6IP1,CD36,FOLR1,KCNJ15,KCNJ2,KCNJ8,KCNK5,PAWR,PSEN1,SLC12A6,SLC1A1,SLC1A4,SLC22A2,SLC30A1,SLC39A14,SLC47A1,SLC6A9,SLC9A3R1,TRPV2,TRPV4	ABCC1,ACSL1,ACSL5,ATP1A2,FYN,KCNJ13,SLC1A3,SLC1A5,SLC27A1,SLC36A2,SLC39A5,SLC43A1,SLC5A6,SLC7A2,SLC7A8
GO: Biological Process	GO:0042445	hormone metabolic process	GeneOntologyBiologicalProcess_GO:0042445_hormone metabolic process	0.0	0.0	3.812259085114468	3.944414117484163			ADH1A,AKR1D1,ALDH8A1,ALDH9A1,BCO2,COMT,CPE,CPQ,EGR1,ESR1,FDX1,HPN,HSD17B11,HSD17B2,HSD3B2,HTT,IDE,RDH10,RDH5,SRD5A1,SRD5A2,TTR	ALDH1A1,ALDH1A2,CTSK,CYP1A1,DHRS3,DIO1,DKK3,GATA3,HSD17B14,IGF1,LIPE,LRAT,MME,PDE8B,PDGFRA,PNPLA2,PPARGC1A,RBP4,RDH11,RDH16,REST,SCG5,SPP1
GO: Biological Process	GO:0042180	cellular ketone metabolic process	GeneOntologyBiologicalProcess_GO:0042180_cellular ketone metabolic process	0.0	0.0	3.4134190561026108	4.321195389449857			ACMSD,AFMID,AKR1A1,AKR7A2,ALDH8A1,APOA4,COMT,DHRS4,EGR1,FGFR4,IDO2,KYAT1,MFSD2A,MLXIPL,NR1H4,ODC1,PDK3,PDSS1,PSME4,RDH10,SRD5A1,SRD5A2,UBIAD1	AADAT,ACACB,ACSL5,ADIPOQ,AIFM2,APOC1,BHMT,C1QTNF2,CAV1,CEACAM1,CLN3,DKK3,FABP1,FABP5,INSIG1,KYAT3,KYNU,PDK1,PLA2G4A,PPARG,PPARGC1A,PSMB10,PSMB9,REST,SLC22A13,SLC7A7
GO: Biological Process	GO:0006081	cellular aldehyde metabolic process	GeneOntologyBiologicalProcess_GO:0006081_cellular aldehyde metabolic process	0.0	0.0	4.283549308671806	3.4299394612157297			AGXT2,AKR1A1,AKR7A2,ALDH3A2,ALDH8A1,ALDH9A1,BCO2,GLYCTK,GRHPR,HYI,RDH10	ALDH1A1,ALDH1A2,ALDH3A1,DKK3,PDXK,PRODH2,RBP4,RDH11,REST,TKT
GO: Biological Process	GO:0000098	sulfur amino acid catabolic process	GeneOntologyBiologicalProcess_GO:0000098_sulfur amino acid catabolic process	0.0	4.66236137097682	3.005301396033074	0.0		BLMH,CBS,CSAD,TST	BLMH,CBS,CSAD,TST	
GO: Biological Process	GO:0006553	lysine metabolic process	GeneOntologyBiologicalProcess_GO:0006553_lysine metabolic process	0.0	4.66236137097682	3.005301396033074	0.0		AASS,HYKK,PIPOX,SLC25A21	AASS,HYKK,PIPOX,SLC25A21	
GO: Biological Process	GO:0046434	organophosphate catabolic process	GeneOntologyBiologicalProcess_GO:0046434_organophosphate catabolic process	0.0	0.0	3.6542871948138997	3.8945350706482333			ACAT1,ASPDH,CDA,DNPH1,ENPP6,GDE1,GPX1,INPP5B,NT5C3A,NT5E,NUDT12,NUDT9,PNP,SMPD2,SMPDL3A,UPP2,VCP	ABHD6,ACOT7,AMPD3,ANGPTL3,APOC1,GDPD1,GDPD3,IMPA2,LDLR,NUDT18,PDE8B,PLA2G15,PLA2G4A,PLA2G5,PLA2G7,PLBD1,PNPLA7,XDH
GO: Biological Process	GO:0001561	fatty acid alpha-oxidation	GeneOntologyBiologicalProcess_GO:0001561_fatty acid alpha-oxidation	0.0	3.7056962887145763	3.708149816404466	0.0		ALDH3A2,PECR,PHYH	ALDH3A2,PECR,PHYH,SLC27A2	
GO: Biological Process	GO:0009074	aromatic amino acid family catabolic process	GeneOntologyBiologicalProcess_GO:0009074_aromatic amino acid family catabolic process	3.171074648356041	0.0	4.2234809603013685	0.0	AADAT,HPD,KYNU		ACMSD,AFMID,FAH,HAAO,IDO2,KYAT1	
GO: Biological Process	GO:0015747	urate transport	GeneOntologyBiologicalProcess_GO:0015747_urate transport	0.0	4.315761600346326	3.0425063096364946	0.0		SLC17A1,SLC17A3,SLC22A12	SLC17A1,SLC17A3,SLC22A12	
GO: Biological Process	GO:0006665	sphingolipid metabolic process	GeneOntologyBiologicalProcess_GO:0006665_sphingolipid metabolic process	0.0	3.169474883142772	4.088447449055766	0.0		ALDH3A2,DEGS2,GLB1,HACD2,NEU1,PRKD3,SGPP1,SMPDL3A,UGT8	ALDH3A2,B4GALT5,CCN1,CREM,DEGS2,GLB1,HACD2,NEU1,PRKD3,PSAP,SGPP1,SMPD2,SMPDL3A,SPTLC2,ST3GAL3,ST8SIA1,UGCG,UGT8	
GO: Biological Process	GO:1901292	nucleoside phosphate catabolic process	GeneOntologyBiologicalProcess_GO:1901292_nucleoside phosphate catabolic process	0.0	2.7450555346374244	4.414863389337197	0.0		ACAT1,ASPDH,DNPH1,GPX1,SMPDL3A,UPP2	ACAT1,ASPDH,CDA,DNPH1,GPX1,NT5C3A,NT5E,NUDT12,NUDT9,PNP,SMPDL3A,UPP2,VCP	
GO: Biological Process	GO:0015937	coenzyme A biosynthetic process	GeneOntologyBiologicalProcess_GO:0015937_coenzyme A biosynthetic process	0.0	3.5551832534194565	3.499097536025852	0.0		ACAT1,COASY,PANK1	ACAT1,COASY,PANK1,PPCS	
GO: Biological Process	GO:0002275	myeloid cell activation involved in immune response	GeneOntologyBiologicalProcess_GO:0002275_myeloid cell activation involved in immune response	0.0	0.0	3.199085276537196	3.6824722075947736			APEH,ARSB,ATP11A,B4GALT1,CD36,CD55,CDA,CMTM6,CPPED1,CYB5R3,DYNC1LI1,FTH1,FUCA2,GALNS,GHDC,GLB1,GUSB,HMOX1,HSP90AA1,HSP90AB1,MLEC,NEU1,OLFM4,PIGR,PNP,PRCP,PSAP,PSEN1,SLC27A2,SLCO4C1,SUCNR1,TMEM30A,TTR,TUBB4B,VCP,VNN1,YWHAZ	ABCA13,AGPAT2,ALDOC,AMPD3,ANXA2,ATP8A1,C3,C3AR1,CEACAM1,CFD,COTL1,CX3CR1,DNASE1L1,DSP,FABP5,GATA2,GGH,GSN,HEBP2,HP,IL33,MGST1,MME,ORM1,ORMDL3,PADI2,PDXK,PKM,PTGDS,PYCARD,PYGB,PYGL,QPCT,RAB27A,RAB3D,RETN,S100A13,STOM,STXBP1,TIMP2
GO: Biological Process	GO:0035336	long-chain fatty-acyl-CoA metabolic process	GeneOntologyBiologicalProcess_GO:0035336_long-chain fatty-acyl-CoA metabolic process	4.205747528136394	0.0	0.0	2.6321348875718797	ACOT7,ACSL1,ELOVL2,ELOVL6			ACOT7,ACSL1,ACSL5,ELOVL2,ELOVL6
GO: Biological Process	GO:0006644	phospholipid metabolic process	GeneOntologyBiologicalProcess_GO:0006644_phospholipid metabolic process	0.0	2.994727657281283	3.7494372051352416	0.0		APOA4,ASPG,CHPT1,DGKG,DHDDS,ENPP6,ETNPPL,IDI1,MVD,NR1H4,PCTP,PI4KA,PLEKHA8,SGPP1,SMPDL3A	ABHD3,APOA4,ASPG,CHPT1,DGKG,DHDDS,ENPP6,ETNPPL,FAR1,GDE1,HMGCS1,IDI1,INPP5B,LPIN1,LPL,MFSD2A,MTMR11,MVD,NR1H4,PCTP,PCYT2,PI4KA,PIGA,PLAA,PLEKHA8,SGPP1,SLC44A4,SMPD2,SMPDL3A,SPTLC2,STARD10,TMEM150A	
