symbol,M_0,M_2,M_4,M_8,M_79,F_0,F_2,F_4,F_8,F_79,cluster,color
Herc4,-0.52,-0.85,0.25,2.19,1.27,-0.65,-0.94,-0.19,-0.14,-0.43,3,#00FF33FF
Dnajc12,-1.3,-0.77,0.86,1.61,0.63,-1.31,-0.74,0.64,0.53,-0.16,1,#FF9900FF
Cabcoco1,-1.45,-0.31,0.58,0.21,-0.23,-1.66,-0.06,1.11,1.52,0.29,7,#FF0099FF
Tmem26,-0.33,0,-0.87,0.52,2.54,-0.3,0.1,-1.04,-0.46,-0.16,1,#FF9900FF
Ccdc6,0.2,-1.09,0.42,2.24,0.62,-0.52,-1.13,-0.1,0.12,-0.77,3,#00FF33FF
Slc16a9,-1.28,-0.88,1.02,1.14,1.22,-1.24,-0.89,0.13,0.66,0.11,1,#FF9900FF
Zwint,-0.29,-0.72,0.23,2.53,-0.22,-0.64,-0.97,0.58,-0.02,-0.49,3,#00FF33FF
Ggt1,-0.88,-1.05,0.77,1.78,1.31,-0.8,-1,-0.06,-0.06,-0.01,1,#FF9900FF
Susd2,-1.18,-0.6,0.31,0.75,2.23,-0.83,-0.5,-0.42,-0.35,0.6,1,#FF9900FF
Ftcd,-0.56,-0.61,-0.43,1.04,2.47,-0.57,-0.61,-0.45,-0.19,-0.09,1,#FF9900FF
Pcbp3,-1.59,-0.14,1.02,1.43,0.92,0.03,0.54,-0.77,-1.27,-0.15,1,#FF9900FF
Gm10787,-0.83,-0.68,2.4,0.88,-0.05,-0.8,-0.68,0.16,0.01,-0.43,1,#FF9900FF
Lrrc3,-0.97,-0.65,-0.12,1.02,2.3,-0.86,-0.56,-0.41,0.03,0.22,1,#FF9900FF
Icosl,0.6,1.01,-1.39,-1.36,-0.5,0.22,1.29,-1.07,0.66,0.56,6,#9900FFFF
Pdxk,-0.55,-0.48,-0.73,-0.92,0.06,-0.72,-0.16,-0.04,1.36,2.17,5,#0033FFFF
Misp,-1.26,-0.5,0.09,-0.67,-0.27,-0.11,-0.26,0.04,0.42,2.52,5,#0033FFFF
Cfd,-0.46,-0.44,-0.33,-0.33,-0.21,-0.46,-0.28,-0.45,2.79,0.18,5,#0033FFFF
Atp5d,-1.44,-0.89,0.29,0.69,1.41,-0.47,-0.76,-0.26,-0.21,1.64,2,#99FF00FF
Pwwp3a,0.46,0.02,0.09,-1.66,-0.84,1.74,0.11,-0.78,-0.37,1.24,4,#00FFFFFF
Txnrd1,-0.75,-1.17,1.06,1.76,0.75,-0.54,-1.36,0.19,-0.17,0.24,1,#FF9900FF
Chst11,0.03,-0.61,-0.48,1.97,1.6,0.21,-0.53,-0.77,-0.71,-0.72,1,#FF9900FF
Mterf2,-0.58,-0.76,0.65,-0.17,-0.38,-1.58,-0.19,1.25,1.84,-0.09,5,#0033FFFF
Fbxo7,-1.13,-0.91,0.53,1.77,1.35,-0.91,-0.88,-0.1,0.03,0.26,1,#FF9900FF
Syn3,-0.33,-0.91,1.13,1.72,1.37,-0.61,-0.91,-0.38,-0.41,-0.66,1,#FF9900FF
Stab2,-1,-0.91,-0.04,-0.18,0.45,-1.03,-0.9,0.57,1.25,1.78,5,#0033FFFF
Igf1,-0.05,1.85,-0.31,-0.8,-0.88,-0.33,1.78,-0.05,-0.47,-0.75,6,#9900FFFF
Chpt1,-1.2,-0.67,0.85,1.89,0.44,-1.26,-0.75,0.39,0.52,-0.21,1,#FF9900FF
Slc5a8,-0.25,-0.44,1.45,1.77,0.58,-0.71,-0.5,0.23,-0.83,-1.3,1,#FF9900FF
Nr1h4,-1.06,-0.73,0.76,2,1.04,-1.05,-0.73,-0.09,0,-0.14,1,#FF9900FF
Amdhd1,-1.21,-0.54,0.66,-0.61,-0.07,-0.96,-0.11,2.3,0.44,0.09,7,#FF0099FF
4732465J04Rik,-1.42,-0.55,0.58,0.75,-0.15,-1.42,-0.61,1.53,0.95,0.34,7,#FF0099FF
Dcn,0.02,2.15,-0.65,-0.68,-1.03,-0.32,1.39,-0.41,0.02,-0.49,6,#9900FFFF
Lum,1.33,1.35,-1.06,-1.17,-0.87,0.77,0.76,-0.91,-0.33,0.12,4,#00FFFFFF
Slc6a15,1.81,0.2,-0.7,1.44,0.11,-0.04,0.13,-1.27,-0.73,-0.95,3,#00FF33FF
Pawr,-1.22,-0.08,0.61,1.84,1.07,-1.46,-0.49,-0.05,0.22,-0.42,1,#FF9900FF
Gm36283,-1.34,0.24,0.14,-0.67,0.04,-1.75,0.44,1.42,0.36,1.13,7,#FF0099FF
D630029K05Rik,-1.1,-0.92,0.46,1.61,1.35,-1.11,-0.93,0.07,0.46,0.11,1,#FF9900FF
Helb,-1.4,-0.67,0.54,1.07,1.74,-0.79,-0.94,-0.03,-0.29,0.76,1,#FF9900FF
Avpr1a,-1.5,1.31,-0.86,-0.48,-0.04,-0.98,1.55,0.43,-0.15,0.73,6,#9900FFFF
Slc16a7,-1.39,-0.58,0.18,0.14,0.33,-1.5,-0.63,1.17,1.16,1.11,5,#0033FFFF
Shmt2,-1.05,-1.08,0.5,1.32,1.77,-0.58,-1.03,-0.21,-0.07,0.42,1,#FF9900FF
Gpr182,0.78,1.34,-0.44,-1.09,-1.23,0.46,1.63,-0.58,-0.21,-0.67,4,#00FFFFFF
Rdh16,-1.43,-0.59,0.47,0.36,0.2,-1.54,-0.6,1.2,1.28,0.65,7,#FF0099FF
Rdh16f2,-0.9,-0.85,0.16,-0.3,-0.38,-0.9,-0.87,1.3,1.66,1.09,5,#0033FFFF
Slc39a5,-1.23,0.18,0.7,-1.26,-1.45,1.29,0.74,0.13,-0.1,1.01,7,#FF0099FF
Esyt1,2.11,-0.06,-0.62,-0.87,-0.38,1.52,-0.34,-0.67,-0.59,-0.1,4,#00FFFFFF
Rdh5,-1.16,-0.83,1.31,1.66,0.32,-1.16,-0.82,0.33,0.48,-0.13,1,#FF9900FF
Pex11g,-1.34,-0.5,1.26,1.75,0.37,-1.29,-0.44,0.33,0.25,-0.39,1,#FF9900FF
Retn,-0.43,-0.43,-0.38,-0.35,-0.14,-0.43,-0.42,-0.44,2.78,0.25,5,#0033FFFF
Cers4,1.15,0.63,-0.84,-1.51,-0.92,1.04,1.34,-0.56,-0.48,0.13,4,#00FFFFFF
Efnb2,1.97,0.64,-0.68,-0.85,-0.84,1.12,0.54,-0.57,-0.52,-0.83,4,#00FFFFFF
Gm44785,-0.51,-0.62,0.75,1.6,1.84,-0.6,-0.61,-0.58,-0.63,-0.62,1,#FF9900FF
Gm15348,-0.62,-0.59,0.96,2.35,0.58,-0.62,-0.6,-0.45,-0.49,-0.53,1,#FF9900FF
Atp11a,-0.81,-0.67,1.26,1.63,1.34,-0.9,-0.81,-0.25,-0.36,-0.43,1,#FF9900FF
Proz,-1.31,-0.67,1.51,0.58,1.34,-1.33,-0.33,0.65,-0.35,-0.08,1,#FF9900FF
Grtp1,-1.36,-0.77,0.76,1.65,1.14,-1.15,-0.73,0.05,0.19,0.22,1,#FF9900FF
Tmco3,-0.9,-0.94,0.49,2.16,0.91,-0.9,-0.85,0.04,0.11,-0.12,1,#FF9900FF
Tdrp,-1.48,-0.77,0.57,1.99,0.57,-0.98,-0.58,-0.01,0.15,0.55,1,#FF9900FF
Angpt2,-0.05,1.48,-0.43,-1.21,-0.89,-0.39,1.96,0.26,-0.23,-0.49,6,#9900FFFF
Plat,0.87,0.09,-1.04,-0.26,-1.06,0.25,-0.15,-1.15,2.11,0.35,5,#0033FFFF
Ap3m2,-1.32,0.43,-0.8,-0.61,0.55,-1.46,1.24,-0.06,0.84,1.17,6,#9900FFFF
Ido2,-0.99,-0.96,0.32,1.79,1.26,-1,-0.98,-0.13,0.37,0.32,1,#FF9900FF
Plpp5,1.15,0.74,-0.87,-1.18,-1.23,1.3,1.15,-0.41,-0.48,-0.19,4,#00FFFFFF
Rab11fip1,-0.92,-0.65,-0.25,-0.49,0.35,-1.35,-0.4,1.52,1.64,0.55,5,#0033FFFF
Eif4ebp1,-0.09,-0.01,-0.82,-0.96,-0.44,2.54,0.01,-0.69,-0.04,0.5,4,#00FFFFFF
Nrg1,-0.69,-0.49,0.02,1.8,1.35,-1.01,-1.31,0.32,-0.43,0.45,1,#FF9900FF
Wrn,1.64,0.47,-1.33,-1.18,0.38,-1.25,0.53,-0.11,0.96,-0.1,6,#9900FFFF
Ppp1r3b,-0.05,0.44,-1.25,-1.35,0.59,0.24,0.69,-1.39,1.51,0.57,6,#9900FFFF
Lonrf1,0.74,-1.02,-0.41,2.32,0,-0.08,-1.17,-0.53,0.4,-0.24,3,#00FF33FF
Slc7a2,1.19,1.76,-0.68,-1.52,-0.92,0.42,0.6,-0.08,-0.43,-0.33,6,#9900FFFF
Fgl1,0.57,-0.17,-0.88,-0.52,-1.27,-0.45,-0.02,0.22,2.39,0.13,5,#0033FFFF
Cyp4v3,-0.97,-0.07,-0.68,-0.37,0.48,-1.32,-0.28,-0.06,1.6,1.68,5,#0033FFFF
Pdlim3,1.65,0.5,-0.49,-0.83,-0.88,1.83,-0.22,-0.7,-0.28,-0.59,4,#00FFFFFF
Acsl1,-1.27,0.42,-0.7,-0.72,-0.17,-1.36,0.79,0.55,0.81,1.65,7,#FF0099FF
Enpp6,-1.41,-0.67,0.55,1.26,1.34,-1.44,-0.64,0.49,0.21,0.32,1,#FF9900FF
Hpgd,-1.27,1,-0.24,-0.72,-0.74,-1.39,1.25,0.65,1.11,0.35,6,#9900FFFF
Fbxo8,-1,-0.89,0.69,2.07,0.61,-1.05,-0.75,0.24,0.45,-0.37,1,#FF9900FF
Sap30,-0.97,-0.93,1.17,1.71,0.7,-1.03,-1.07,0.09,0.44,-0.1,1,#FF9900FF
2500002B13Rik,-0.92,-0.94,0.87,1.75,0.8,-1.15,-0.97,0.09,0.7,-0.23,1,#FF9900FF
Aadat,-1.23,0.34,-0.02,-0.8,-0.82,-1.3,0.31,1.29,1.38,0.85,7,#FF0099FF
Mfap3l,-1.33,-0.6,0.46,1.59,1.41,-1.31,-0.61,0.15,0.12,0.12,1,#FF9900FF
Cpe,0.3,1.36,-0.88,1.07,-0.38,-0.17,1.46,-0.79,-0.65,-1.33,3,#00FF33FF
Tmem192,0.2,-1.45,0.34,1.83,1.05,-0.41,-1.4,-0.38,0.05,0.17,3,#00FF33FF
Apela,-1.34,-0.51,0.22,-0.17,-0.4,-1.37,0.06,1,1.84,0.68,5,#0033FFFF
Npy1r,-0.96,-0.76,-0.43,-0.17,1.46,-1.02,-0.57,-0.24,1.6,1.09,5,#0033FFFF
Nat2,-1.1,-0.59,0.8,1.69,1.53,-1.07,-0.54,-0.19,-0.24,-0.29,1,#FF9900FF
Psd3,1,1.88,-0.87,-1.17,-0.72,0.23,1.03,-0.29,-0.63,-0.46,6,#9900FFFF
Sh2d4a,-1.52,0.36,0.07,0.02,-0.17,-1.79,0.71,0.39,1.59,0.35,7,#FF0099FF
Csgalnact1,0.1,-0.32,-0.66,1.51,1.96,-0.1,0.08,-0.99,-0.98,-0.61,1,#FF9900FF
Lpl,-0.8,-0.68,0.22,2.51,0.49,-0.82,-0.66,-0.29,0.23,-0.21,1,#FF9900FF
Slc18a1,-1.16,-0.89,0.38,1.63,1.26,-1.2,-0.87,0.41,0.33,0.11,1,#FF9900FF
Lzts1,1.58,0.5,-0.73,-1.17,-0.78,1.34,0.95,-0.56,-0.34,-0.78,4,#00FFFFFF
Atp13a1,-0.34,-0.9,0.75,1.22,0.9,1.08,-1.47,-0.46,-1.22,0.44,2,#99FF00FF
Lpar2,-0.76,0.28,2.66,-0.63,-0.65,-0.35,0.18,0.02,-0.35,-0.39,1,#FF9900FF
Tm6sf2,-0.95,-0.8,-0.01,-0.33,0.11,-0.93,-0.79,0.74,0.82,2.15,5,#0033FFFF
Slc25a42,-1.5,-0.65,0.75,1.35,0.71,-1.46,-0.38,-0.27,0.65,0.8,1,#FF9900FF
Mpv17l2,-0.43,-0.86,-0.37,0.05,0.86,1.03,-1,-0.58,-0.76,2.06,2,#99FF00FF
Babam1,-1.36,-0.91,0.31,0.95,1.71,-0.59,-0.83,-0.26,-0.15,1.13,2,#99FF00FF
Slc27a1,-0.89,-0.7,-0.4,-0.47,0.79,0.34,-0.61,-0.55,0.05,2.44,2,#99FF00FF
Calr3,-0.88,-0.47,-0.12,-0.77,-0.27,-0.85,-0.24,0.25,2.33,1.03,5,#0033FFFF
Hmox1,0.47,-1.02,0.55,1.98,0.05,0.99,-1.08,-0.73,-0.84,-0.36,3,#00FF33FF
Mcm5,1.44,0.74,-0.32,-0.88,-0.88,1.46,0.83,-0.68,-0.87,-0.84,4,#00FFFFFF
Arhgap10,-0.84,-0.26,1.57,1.92,0.04,-1.03,-0.65,0.23,-0.33,-0.65,1,#FF9900FF
Ucp1,-0.81,-0.61,-0.51,-0.15,0.19,-0.81,0.91,-0.81,2.33,0.26,5,#0033FFFF
Dnajb1,-1.08,-0.74,-0.37,2.19,1.14,-0.45,-0.6,-0.56,0.06,0.42,1,#FF9900FF
Asf1b,0.9,1.33,-0.17,-0.9,-0.97,0.55,1.57,-0.51,-0.88,-0.91,4,#00FFFFFF
Dcaf15,-0.46,-0.37,1.42,0.94,-0.67,1.81,-0.39,-0.62,-1.07,-0.59,2,#99FF00FF
Hook2,-1.1,-0.66,0,-0.02,1.95,0.05,-0.8,-0.33,-0.64,1.55,2,#99FF00FF
Mylk3,0.3,0.54,1.52,0.42,-0.74,-0.23,0.57,0.65,-1.23,-1.81,3,#00FF33FF
Itfg1,-1.2,-0.68,0.42,2.03,0.61,-1.17,-0.89,0.3,0.23,0.35,1,#FF9900FF
Sall1,0.69,-0.85,-0.69,-1.21,-0.32,0.59,-1.19,0.47,0.71,1.81,5,#0033FFFF
Mmp2,0.28,1.65,-0.67,-0.83,-0.75,1.28,1.16,-0.7,-0.77,-0.66,6,#9900FFFF
Ces1d,-1.15,-1.05,1.2,1.03,0.69,-1.15,-1.03,0.2,1.06,0.21,1,#FF9900FF
Ces1f,-0.66,-0.66,0.24,2.28,1.26,-0.66,-0.66,-0.39,-0.28,-0.46,3,#00FF33FF
Ces1g,-0.69,-0.67,1.81,1.56,0.83,-0.7,-0.68,-0.53,-0.41,-0.52,3,#00FF33FF
Gm15889,-1.02,-0.89,0.88,2,0.39,-1.02,-0.98,-0.03,0.41,0.27,1,#FF9900FF
Herpud1,-0.97,-0.9,0.57,1.97,0.11,-0.95,-1.04,-0.17,0.86,0.52,1,#FF9900FF
Cpne2,0.49,1.53,-0.83,-1.2,-0.86,-0.87,1.53,0.07,0.53,-0.4,6,#9900FFFF
Setd6,-1.22,-0.9,0.81,1.62,0.78,-1.05,-1.08,0.66,0.24,0.14,1,#FF9900FF
Cdh11,1.27,1.34,-0.74,-0.86,-0.83,1.12,0.88,-0.61,-0.77,-0.79,4,#00FFFFFF
Ces2b,-0.69,-0.59,-0.12,2.65,0.09,-0.71,-0.57,-0.43,0.36,0.02,1,#FF9900FF
Ces2c,-0.67,-0.64,-0.01,2.47,0.96,-0.67,-0.65,-0.39,-0.11,-0.29,3,#00FF33FF
Ces2g,-1.35,-0.67,-0.03,0.18,1.02,-1.36,-0.57,0.2,1.08,1.51,5,#0033FFFF
Cbfb,1.91,0.52,-0.62,0.22,-0.93,1.24,0.16,-0.57,-0.86,-1.08,4,#00FFFFFF
D230025D16Rik,-1.2,-0.51,-0.64,0.87,1.56,0.22,-0.72,-0.37,-0.77,1.55,2,#99FF00FF
Psmb10,-1.45,1.53,0.06,-1.03,-0.58,-1.13,0.98,0.37,0.64,0.61,6,#9900FFFF
Pla2g15,-1.39,0.41,-0.53,-0.3,0.55,-1.53,0.48,-0.36,1.22,1.43,6,#9900FFFF
Slc7a6,2.02,-0.06,-0.64,-0.78,-0.6,1.61,0.09,-0.66,-0.46,-0.52,4,#00FFFFFF
Cyb5b,-1.27,-0.92,0.22,1.27,1.39,-1.1,-0.91,0.34,0.12,0.87,1,#FF9900FF
Zfhx3,2.28,0.43,-0.79,-0.88,-0.75,0.96,0.2,-0.46,-0.37,-0.61,4,#00FFFFFF
Hp,0.43,-0.47,-0.66,-0.56,0.44,0.03,-0.7,-0.97,2.49,-0.03,5,#0033FFFF
Il34,-1.07,0.62,-0.15,2.01,1.25,-1.05,-0.17,-0.61,-0.51,-0.32,1,#FF9900FF
Gm15895,-0.81,0.06,-0.17,2.43,0.99,-0.85,-0.33,-0.37,-0.43,-0.51,3,#00FF33FF
St3gal2,-0.98,1.59,0.49,-1.22,-1.15,-0.84,1.11,0.66,0.04,0.3,6,#9900FFFF
Ldhd,-0.74,-0.7,-0.3,1.84,1.79,-0.74,-0.69,-0.48,-0.07,0.08,1,#FF9900FF
Hsd17b2,1.16,-0.93,-0.38,1.16,0.54,1.57,-1,-0.81,-0.67,-0.64,2,#99FF00FF
Gm31774,-0.25,-0.59,0.04,2.15,1.48,-0.23,-0.61,-0.67,-0.69,-0.63,3,#00FF33FF
Cotl1,-0.84,-0.54,-0.31,-1.14,0.43,0.61,-0.63,0.1,-0.05,2.38,5,#0033FFFF
Gins2,1,1.09,-0.18,-0.87,-0.98,1.26,1.16,-0.63,-0.89,-0.97,4,#00FFFFFF
Car5a,-1.09,-0.88,0.11,-0.02,0.14,-1.08,-0.88,0.68,1.35,1.67,5,#0033FFFF
Mvd,-1.43,-0.97,0.75,1.28,1.5,-0.6,-0.91,-0.09,-0.13,0.6,1,#FF9900FF
Galns,-0.96,-0.24,0.72,1.82,1.49,-0.97,-0.18,-0.36,-0.62,-0.7,1,#FF9900FF
Spata2l,-0.71,-0.89,-0.13,0.32,0.89,0.59,-1.06,-0.33,-0.82,2.13,2,#99FF00FF
Vps9d1,-1.17,-0.78,0.01,0.54,1.76,0.14,-0.83,-0.58,-0.58,1.5,2,#99FF00FF
Def8,-1.33,-0.64,0.7,1.49,1.54,-1.24,-0.41,-0.05,-0.12,0.07,1,#FF9900FF
Rhou,1.66,0.54,-0.7,-0.74,-0.8,1.75,0.02,-0.72,-0.23,-0.8,4,#00FFFFFF
Kcnk1,-1.11,-0.2,-0.16,-0.71,-0.71,-0.97,-0.13,1.59,1.59,0.82,7,#FF0099FF
Gm45875,-0.97,-0.31,-0.06,-0.68,-0.66,-0.99,-0.31,1.4,1.89,0.67,7,#FF0099FF
Ube2e1,-0.98,-1.39,0.33,1.73,1.09,0.14,-1.2,-0.2,-0.09,0.57,1,#FF9900FF
Fam107a,-0.88,-0.85,-0.39,0.17,0.55,-0.86,-0.83,-0.11,1.1,2.09,5,#0033FFFF
Abhd6,-1.48,-0.54,0.35,-0.03,0.05,-1.52,-0.18,0.69,1.44,1.23,7,#FF0099FF
Gng2,1.6,0.7,-0.76,-0.88,-0.84,1.23,1,-0.66,-0.65,-0.74,4,#00FFFFFF
Kcnk5,-0.99,-0.76,0.38,1.62,1.75,-0.95,-0.59,-0.56,-0.1,0.2,1,#FF9900FF
Zcchc24,0.96,1.53,-0.69,-1.13,-0.89,0.84,1.17,-0.51,-0.54,-0.74,4,#00FFFFFF
Erc2,-0.31,-0.66,0.48,1.98,1.55,-0.49,-0.7,-0.52,-0.72,-0.62,3,#00FF33FF
Gm45645,-0.54,-0.58,0.12,2.4,1.14,-0.56,-0.58,-0.47,-0.48,-0.47,3,#00FF33FF
Wnt5a,1.33,0.8,-0.49,-1.06,-1.06,0.66,1.59,-0.46,-0.47,-0.85,4,#00FFFFFF
Il17rb,-1.41,-0.51,0.91,1.56,0.98,-1.53,-0.3,0.26,-0.04,0.09,1,#FF9900FF
Chdh,-1.23,-0.77,0.35,1.47,1.54,-1.18,-0.72,-0.06,0.03,0.57,1,#FF9900FF
Tkt,-0.2,-1.31,0.06,-1.43,0,0.39,-0.57,0,1.68,1.37,5,#0033FFFF
Mustn1,-1.27,1.61,0.07,-0.77,-0.77,-1.17,1.28,-0.03,0.6,0.46,6,#9900FFFF
Itih1,-0.72,-0.41,-0.1,2,1.7,-0.86,-0.41,-0.5,-0.35,-0.36,3,#00FF33FF
Nt5dc2,1.17,0.28,-0.25,-0.4,-0.62,2.08,0.34,-0.46,-1.1,-1.04,4,#00FFFFFF
Hacl1,-0.42,-0.85,-0.12,-0.68,-0.67,-0.58,-0.75,1.75,1.66,0.67,5,#0033FFFF
Anxa8,-1.12,-0.63,0.6,-0.05,-0.37,-1.12,0.32,-0.17,2.33,0.21,5,#0033FFFF
Fam25c,-1,-0.75,0.14,-0.03,-0.12,-0.96,-0.75,0.24,2.18,1.04,5,#0033FFFF
Sncg,-1.28,-0.48,-0.19,0.07,0.71,-1.23,-0.56,-0.12,1.48,1.6,5,#0033FFFF
Mbl1,-0.85,-0.85,-0.15,2.09,1.2,-0.84,-0.85,-0.34,0.35,0.23,1,#FF9900FF
Txndc16,1.89,0.39,-0.79,-1.31,-1.11,0.85,0.79,-0.45,0.1,-0.36,4,#00FFFFFF
Ero1a,1.76,-0.53,-0.65,-0.3,-0.44,1.93,-0.63,-0.5,-0.73,0.08,4,#00FFFFFF
Gm15217,-0.83,-0.91,0.06,2.17,0.93,-0.88,-0.95,-0.2,0.34,0.26,1,#FF9900FF
Bmp4,-1.28,-0.96,1.27,1.46,0.55,-0.58,-1.1,-0.12,-0.14,0.91,1,#FF9900FF
ccdc198,-1.14,-0.49,0.51,0.13,-0.62,-1.36,-0.41,1.32,1.71,0.36,5,#0033FFFF
Gm48936,-1.05,-0.37,0.22,-0.16,-0.49,-1.36,-0.51,1.26,1.82,0.64,5,#0033FFFF
Pnp,-1.28,-0.3,1.02,1.77,0.03,-1.36,-0.56,0.84,0.25,-0.42,1,#FF9900FF
Rnase4,0.06,1.39,-0.64,-0.94,-0.84,-0.15,2.08,-0.6,-0.56,0.18,6,#9900FFFF
Trac,-1.27,-0.7,0.32,-0.12,0.76,-1.3,-0.78,0.8,0.58,1.71,5,#0033FFFF
Slc7a7,-1.48,-0.78,0.51,0.07,0.74,-1.5,-0.49,0.8,0.98,1.15,5,#0033FFFF
Slc7a8,-1.27,0.42,0,-1.13,-0.18,-1.3,1.15,1.12,-0.1,1.28,7,#FF0099FF
Rnf212b,-1.51,0.36,-0.03,-0.74,0.3,-1.37,0.64,1.8,-0.1,0.65,7,#FF0099FF
Homez,-1.71,0.36,-0.77,-0.59,0.57,-0.46,0.83,0.57,-0.58,1.77,6,#9900FFFF
Pabpn1,1.47,0.69,0.7,-0.68,-0.9,1.17,0,0.06,-1.42,-1.1,4,#00FFFFFF
Dhrs4,-1.32,-0.48,0.99,1.93,0.48,-1.32,-0.42,0.14,0.28,-0.26,1,#FF9900FF
Fitm1,-1.47,-0.39,1.61,1.3,0.16,-1.38,-0.28,0.38,0.37,-0.3,1,#FF9900FF
Irf9,1.14,0.63,-1.05,-1.89,-0.38,1.32,0.34,-0.66,0.39,0.18,4,#00FFFFFF
Tgm1,-1.63,-0.48,0.38,1.09,1.07,-0.96,-0.54,-0.39,-0.04,1.5,1,#FF9900FF
Rabggta,-1.25,-0.55,0.49,1.84,1.41,-1.1,-0.45,-0.25,-0.19,0.06,1,#FF9900FF
Dhrs1,-1.63,-0.19,0.75,1.53,0.83,-1.62,-0.03,0.17,0.19,-0.02,1,#FF9900FF
Cideb,-1.29,-0.89,0.96,1.47,0.9,-1.25,-0.86,0.25,0.5,0.21,1,#FF9900FF
Nynrin,1.84,0.41,-0.44,-0.88,-0.86,1.52,0.36,-0.45,-0.73,-0.77,4,#00FFFFFF
Cenpj,0.97,1.29,-0.39,0.27,-0.22,-0.31,1.56,-0.69,-1.31,-1.18,3,#00FF33FF
Gjb6,-1.15,-0.97,0.34,0.09,0.62,-1.14,-0.84,0.44,1.86,0.74,5,#0033FFFF
Micu2,-0.71,0.13,1.11,1.93,0.18,-1.34,-0.52,0.61,-0.43,-0.95,1,#FF9900FF
Gm33472,-1.12,-0.29,1.59,-0.23,-0.61,-1.14,-0.35,1.44,1.05,-0.33,7,#FF0099FF
Dleu2,1.8,1.28,-0.32,-0.14,-0.45,0.58,-0.01,-0.14,-1.47,-1.13,4,#00FFFFFF
Dleu7,-1.17,-0.65,0.78,1.8,0.89,-1.17,-0.75,0.73,-0.13,-0.34,1,#FF9900FF
Rnaseh2b,0.09,-0.38,1.19,1.89,0.02,-0.29,-0.28,0.05,-0.43,-1.87,3,#00FF33FF
Gm4131,-1.14,-0.85,1.15,1.62,1,-1.08,-0.85,0.28,0.09,-0.22,1,#FF9900FF
Fzd3,2.19,-0.05,-0.63,-0.69,-0.67,1.46,-0.12,-0.47,-0.49,-0.53,4,#00FFFFFF
Zfp395,0.7,0.41,-0.56,-1.05,-0.84,2.28,0.51,-0.61,-0.55,-0.29,4,#00FFFFFF
Ephx2,-0.92,-0.81,0.41,2.03,1.27,-0.94,-0.78,-0.2,0.09,-0.16,1,#FF9900FF
Slc39a14,-0.95,-0.87,1.74,1.29,0.57,-0.95,-1.1,0.26,-0.26,0.27,1,#FF9900FF
Bmp1,0.84,1.43,-0.69,-1.04,-0.87,1.27,1,-0.54,-0.84,-0.56,4,#00FFFFFF
Nudt18,-1.83,-0.04,0.15,-0.3,0.86,-1.2,-0.05,0.08,0.61,1.72,5,#0033FFFF
Cpb2,2.08,-0.65,-0.44,-0.62,-0.8,1.52,-0.59,-0.22,0.23,-0.51,4,#00FFFFFF
Erich6b,-1.09,-0.65,1.08,1.98,-0.02,-1.22,-0.74,0.41,0.33,-0.08,1,#FF9900FF
Slc25a30,-1.52,-0.02,0.59,1.9,0.45,-1.55,-0.06,-0.02,-0.1,0.32,1,#FF9900FF
Tsc22d1,1.31,-0.04,-0.67,0.51,-0.36,1.96,-0.44,-1.33,-0.78,-0.15,4,#00FFFFFF
Vwa8,-1.4,-0.51,0.43,1.27,1.53,-1.27,-0.74,-0.04,0.02,0.7,1,#FF9900FF
Rgcc,-1,0.88,-1.86,0.77,-0.22,0.03,0.44,-0.27,-0.4,1.64,6,#9900FFFF
Gm10845,-0.87,-0.75,0.48,1.68,1.78,-0.84,-0.77,-0.33,-0.22,-0.15,1,#FF9900FF
Olfm4,-0.62,-0.7,0.58,1.9,1.54,-0.79,-0.92,-0.34,-0.3,-0.34,1,#FF9900FF
Klf5,2.12,-0.26,-0.97,-0.75,-0.77,1.05,0.24,-0.56,0.6,-0.7,4,#00FFFFFF
Tbc1d4,0.51,0.72,-0.74,-2.37,-0.61,0.81,0.28,0.01,0.6,0.78,6,#9900FFFF
Slitrk6,-0.95,0.06,-0.82,2.16,1.21,-0.89,0.25,-0.55,-0.31,-0.15,1,#FF9900FF
Abcc4,-0.67,-0.86,-0.56,-0.36,0.55,-0.74,-0.95,0.38,1.2,2.01,5,#0033FFFF
Dock9,-0.68,-1.11,-0.18,0.05,0.89,-0.93,-1.18,0.29,1.6,1.26,5,#0033FFFF
Tmtc4,-0.08,0.34,-0.34,2.2,0.31,-0.72,0.91,-1,-0.51,-1.11,3,#00FF33FF
Arhgap42,-0.76,-0.65,0.79,2,0.93,-1.15,-0.85,0.38,-0.14,-0.55,1,#FF9900FF
Sesn3,-0.09,0.02,-0.7,-2.2,0.26,-0.11,0.33,-0.01,1.68,0.81,6,#9900FFFF
Endod1,-1.19,1.01,-0.64,-0.69,-0.08,-1.2,1.51,-0.41,1.26,0.43,6,#9900FFFF
Amotl1,1.73,0.67,-0.73,-0.94,-0.84,1.3,0.73,-0.66,-0.58,-0.68,4,#00FFFFFF
Vstm5,-1.16,-0.24,0.18,-1.31,0.21,-0.66,0.03,0.53,0.16,2.25,5,#0033FFFF
4931406C07Rik,-1.19,-0.81,0.44,1.41,1.57,-1.08,-0.89,-0.14,0.13,0.55,1,#FF9900FF
Naalad2,1.42,1.01,-0.87,-0.91,-0.75,0.99,1.2,-0.72,-0.66,-0.71,4,#00FFFFFF
Ppan,-0.05,-0.4,-0.57,-0.39,0.09,2.71,-0.39,-0.61,-0.66,0.27,4,#00FFFFFF
